0,228.52
1,241.84
2,244.98
3,245.9
4,249.78
5,252.72
6,254.22
7,256.26
8,258.42
9,260.82
10,263.08
11,265.38
12,266.8
13,268.26
14,269.2
15,271.94
16,273.02
17,274.66
18,277.1
19,279.64
20,280.36
21,282.58
22,285.78
23,288.36
24,291.06
25,293.78
26,295.68
27,299.2
28,302.62
29,305.72
30,302.14
31,303.76
32,309.9
33,311.04
34,311.0
35,312.32
36,315.28
37,317.98
38,318.94
39,321.22
40,324.18
41,325.2
42,325.92
43,327.24
44,329.76
45,332.4
46,333.84
47,331.12
48,332.84
49,336.04
50,338.06
51,339.24
52,340.1
53,340.3
54,336.6
55,337.84
56,336.98
57,340.38
58,328.96
59,317.96
60,323.66
61,335.18
62,340.0
63,331.12
64,326.24
65,334.12
66,325.32
67,320.66
68,325.46
69,331.8
70,330.34
71,327.18
72,321.66
73,324.94
74,322.42
75,323.44
76,319.92
77,271.54
78,230.3
79,252.58
80,244.78
81,252.66
82,247.18
83,237.64
84,231.58
85,250.26
86,258.02
87,251.4
88,230.12
89,233.86
90,224.74
91,220.64
92,216.04
93,201.44
94,149.1
95,141.98
96,137.82
97,112.64
98,97.1
99,94.62
100,120.82
101,153.66
102,124.84
103,120.6
104,107.42
105,91.08
106,79.78
107,77.56
108,87.54
109,83.04
110,69.76
111,69.16
112,59.82
113,47.7
114,46.46
115,49.98
116,57.54
117,69.56
118,82.28
119,78.64
120,73.54
121,66.58
122,57.68
123,49.6
124,41.64
125,32.9
126,28.52
127,23.12
128,18.14
129,13.26
130,10.34
131,7.62
132,5.52
133,4.08
134,2.54
135,1.14
136,0.14
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.84
263,2.06
264,3.64
265,5.24
266,6.62
267,8.42
268,10.4
269,13.24
270,16.08
271,18.52
272,19.72
273,22.34
274,24.46
275,25.26
276,28.18
277,30.84
278,33.76
279,37.06
280,40.26
281,43.32
282,46.54
283,49.42
284,51.88
285,52.8
286,51.44
287,48.2
288,50.74
289,55.12
290,47.58
291,51.3
292,76.02
293,96.54
294,87.68
295,76.42
296,76.54
297,75.82
298,77.04
299,78.08
300,78.86
301,82.04
302,84.02
303,86.12
304,90.56
305,84.58
306,90.04
307,95.88
308,102.54
309,111.02
310,102.62
311,102.64
312,104.28
313,105.14
314,106.3
315,107.6
316,109.28
317,111.22
318,114.5
319,120.08
320,126.52
321,131.5
322,137.18
323,145.38
324,151.2
325,158.18
326,168.54
327,172.84
328,173.66
329,178.58
330,182.08
331,184.94
332,187.94
333,191.12
334,195.72
335,199.8
336,203.28
337,206.48
338,210.0
339,213.2
340,216.14
341,218.34
342,223.02
343,226.12
344,229.12
345,232.4
346,236.56
347,238.34
348,241.42
349,244.4
350,245.78
351,249.38
352,251.12
353,255.42
354,257.58
355,259.88
356,262.44
357,263.88
358,264.84
359,267.3
360,268.76
361,269.12
362,271.54
363,273.48
364,276.28
365,278.18
366,279.86
367,282.02
368,285.1
369,285.94
370,288.4
371,289.7
372,291.84
373,295.2
374,292.68
375,298.7
376,303.9
377,307.18
378,308.92
379,306.32
380,307.4
381,312.38
382,312.38
383,311.0
384,313.12
385,324.82
386,308.28
387,265.18
388,226.28
389,241.02
